HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Kau Catchment Area,7151904041,Geographic HPSA,Mental Health,15,HI,Proposed For Withdrawal,03/31/1997,,,Geographic Population,27.6,,
Kauai County,7156001172,Geographic HPSA,Mental Health,11,HI,Designated,09/07/2018,,,Geographic Population,9.6,,
Kauai East,7159991536,Geographic HPSA,Mental Health,9,HI,Withdrawn,08/12/2011,07/02/2018,,Geographic Population,,,
Maui Service Area,7159991539,Geographic HPSA,Mental Health,14,HI,Withdrawn,12/28/2012,07/02/2018,,Geographic Population,11,,
North Hawaii,7159991537,Geographic HPSA,Mental Health,17,HI,Withdrawn,05/30/2012,07/02/2018,,Geographic Population,13,,
Oahu North Shore,715999150B,Geographic HPSA,Mental Health,16,HI,Withdrawn,06/21/2013,07/02/2018,,Geographic Population,10.9,,
Waimea Service Area,7153362002,Geographic HPSA,Mental Health,12,HI,Proposed For Withdrawal,09/01/2017,,,Geographic Population,7.6,,
Waimea Service Area,7159991508,Geographic HPSA,Mental Health,14,HI,Withdrawn,03/07/2002,07/02/2018,,Geographic Population,11.9,,
Catchment Area 10,7199699523,Geographic HPSA,Mental Health,7,IA,Designated,05/21/1980,,,Geographic Population,17.1,,
Catchment Area 13,7199991903,Geographic HPSA,Mental Health,0,IA,Withdrawn,05/21/1980,07/17/2003,,Geographic Population,10.5,,
Clinton/Fulton (IA/IL),7199991921,Geographic HPSA,Mental Health,0,IA,Withdrawn,11/30/1984,05/26/1993,,Geographic Population,0,,
Mental Health Catch Area 10B,7199991913,Geographic HPSA,Mental Health,0,IA,Withdrawn,05/21/1980,10/29/1986,,Geographic Population,0,,
Mental Health Catchment Area 03,7192865513,Geographic HPSA,Mental Health,15,IA,Designated,05/21/1980,,,Geographic Population,9.9,,
Mental Health Catchment Area 1,7195056559,Geographic HPSA,Mental Health,12,IA,Designated,03/13/1990,,,Geographic Population,9.6,,
Mental Health Catchment Area 11,7199323989,Geographic HPSA,Mental Health,17,IA,Designated,11/30/2004,,,Geographic Population,11.8,,
Mental Health Catchment Area 12,7199991906,Geographic HPSA,Mental Health,15,IA,Withdrawn,05/21/1980,06/26/2017,,Geographic Population,14,,
Mental Health Catchment Area 13B,7194273362,Geographic HPSA,Mental Health,16,IA,Designated,09/18/2017,,,Geographic Population,13.6,,
Mental Health Catchment Area 13B,7199991927,Geographic HPSA,Mental Health,17,IA,Withdrawn,07/17/2003,06/26/2017,,Geographic Population,10.8,,
Mental Health Catchment Area 14,7191042703,Geographic HPSA,Mental Health,16,IA,Designated,05/21/1980,,,Geographic Population,15.3,,
Mental Health Catchment Area 16A,7196609671,Geographic HPSA,Mental Health,7,IA,Designated,05/21/1980,,,Geographic Population,12.8,,
Mental Health Catchment Area 17,7198602382,Geographic HPSA,Mental Health,15,IA,Designated,12/04/2009,,,Geographic Population,11.4,,
Mental Health Catchment Area 18,7195317891,Geographic HPSA,Mental Health,12,IA,Designated,12/03/2009,,,Geographic Population,9,,
Mental Health Catchment Area 9B,7199991928,Geographic HPSA,Mental Health,0,IA,Withdrawn,10/09/2003,04/17/2012,,Geographic Population,,,
Mental Health Catchment Area 9B,7195665770,Geographic HPSA,Mental Health,15,IA,Designated,04/17/2012,,,Geographic Population,8.6,,
Mental Health Catchment Area-02,7196381821,Geographic HPSA,Mental Health,16,IA,Designated,05/21/1980,,,Geographic Population,12,,
Mental Health Catchment Area-04,7197776159,Geographic HPSA,Mental Health,15,IA,Designated,05/04/2017,,,Geographic Population,12.2,,
Mental Health Catchment Area-08,7191242443,Geographic HPSA,Mental Health,11,IA,Designated,01/06/1999,,,Geographic Population,11.5,,
Mental Health Catchment Area-12,7192669795,Geographic HPSA,Mental Health,17,IA,Designated,03/31/2017,,,Geographic Population,14.5,,
Muscatine,719139,Geographic HPSA,Mental Health,0,IA,Withdrawn,08/09/1984,10/02/1995,,Geographic Population,10.1,,
Catchment Area 3,7168130584,Geographic HPSA,Mental Health,18,ID,Designated,03/25/2003,,,Geographic Population,20.1,,
Mental Health Region I,7161134185,Geographic HPSA,Mental Health,18,ID,Designated,05/14/2001,,,Geographic Population,14,,
Mental Health Region II,7161433524,Geographic HPSA,Mental Health,19,ID,Designated,06/29/1998,,,Geographic Population,15.9,,
Mental Health Region IV,7169991604,Geographic HPSA,Mental Health,17,ID,Withdrawn,08/27/2003,07/02/2018,,Geographic Population,8.8,,
Mental Health Region V,7165678496,Geographic HPSA,Mental Health,15,ID,Designated,04/28/1987,,,Geographic Population,15.8,,
Mental Health Region VI Multi-County,7164641502,Geographic HPSA,Mental Health,16,ID,Designated,06/29/1998,,,Geographic Population,14.7,,
Mental Health Region VII,7162172343,Geographic HPSA,Mental Health,17,ID,Designated,04/28/1987,,,Geographic Population,17.3,,
Ashburn/Beverly/MT. Greenword/Morgan Park,7179991739,Geographic HPSA,Mental Health,0,IL,Withdrawn,05/15/1995,01/15/2010,,Geographic Population,7.4,,
Auburn Gresham/Washington Heights,7179940309,Geographic HPSA,Mental Health,13,IL,Designated,05/15/1995,,,Geographic Population,26.2,,
Avondale/Logan Square West Town,7179991711,Geographic HPSA,Mental Health,0,IL,Withdrawn,09/25/1984,10/02/1995,,Geographic Population,24,,
Belleville Service Area,71799917E2,Geographic HPSA,Mental Health,0,IL,Withdrawn,08/07/2007,06/29/2012,,Geographic Population,,,
Calumet Park/Robbins/Hazel Crest,7179991704,Geographic HPSA,Mental Health,10,IL,Withdrawn,11/06/2013,07/02/2018,,Geographic Population,22.4,,
Catchment Area 03-03-04,7178502348,Geographic HPSA,Mental Health,16,IL,Designated,05/14/2001,,,Geographic Population,13.6,,
Catchment Area 03-07-07,7177808958,Geographic HPSA,Mental Health,17,IL,Designated,07/19/2001,,,Geographic Population,17.5,,
Catchment Area 04-01-01,7179220439,Geographic HPSA,Mental Health,8,IL,Designated,06/29/2001,,,Geographic Population,13.9,,
Catchment Area 1-08-08,7176946849,Geographic HPSA,Mental Health,11,IL,Designated,03/27/2006,,,Geographic Population,19,,
Catchment Area 25,7178887971,Geographic HPSA,Mental Health,18,IL,Designated,11/27/2012,,,Geographic Population,22.4,,
Catchment Area 3,7177338355,Geographic HPSA,Mental Health,17,IL,Designated,05/28/2000,,,Geographic Population,17.3,,
Catchment Area 3-01-01,7176532682,Geographic HPSA,Mental Health,15,IL,Designated,09/12/2001,,,Geographic Population,14,,
Catchment Area 3-02-02,7179925012,Geographic HPSA,Mental Health,9,IL,Designated,09/13/2001,,,Geographic Population,12.3,,
Catchment Area 3-05-05,7172006696,Geographic HPSA,Mental Health,17,IL,Designated,09/25/2001,,,Geographic Population,15.9,,
Catchment Area 4-03-33,7172216920,Geographic HPSA,Mental Health,14,IL,Designated,03/25/1999,,,Geographic Population,13.3,,
Catchment Area 4-04-04,7177438119,Geographic HPSA,Mental Health,17,IL,Designated,06/05/1980,,,Geographic Population,17.2,,
Catchment Area 82,7179991705,Geographic HPSA,Mental Health,0,IL,Withdrawn,06/05/1980,11/29/2006,,Geographic Population,,,
Chicago Central,7177789035,Geographic HPSA,Mental Health,18,IL,Designated,07/11/2003,,,Geographic Population,26.7,,
Cicero/Berwyn,7174454671,Geographic HPSA,Mental Health,14,IL,Designated,09/12/2002,,,Geographic Population,18.9,,
De Kalb County,7172460482,Geographic HPSA,Mental Health,12,IL,Designated,05/14/2003,,,Geographic Population,18.8,,
East Joliet,7179485583,Geographic HPSA,Mental Health,15,IL,Designated,03/08/2007,,,Geographic Population,28.2,,
Elgin Service Area,7179991753,Geographic HPSA,Mental Health,0,IL,Withdrawn,01/22/2002,06/29/2012,,Geographic Population,,,
Ford County,7174633455,Geographic HPSA,Mental Health,16,IL,Designated,02/27/2013,,,Geographic Population,11.7,,
Jo Daviess/Stephenson Catchment Area 01-01-01,7174180813,Geographic HPSA,Mental Health,14,IL,Designated,05/13/2003,,,Geographic Population,13.3,,
La Salle County,7171588130,Geographic HPSA,Mental Health,13,IL,Designated,12/22/1980,,,Geographic Population,13.8,,
McLean/Livingston Counties,7171504446,Geographic HPSA,Mental Health,8,IL,Designated,07/20/2001,,,Geographic Population,14,,
Mental Health Catchment Area 1-07-07,7177029524,Geographic HPSA,Mental Health,13,IL,Designated,04/26/2007,,,Geographic Population,11.5,,
Mental Health Catchment Area 3-03-03,7175627531,Geographic HPSA,Mental Health,13,IL,Designated,04/26/2007,,,Geographic Population,13.1,,
Monroe County,7171985383,Geographic HPSA,Mental Health,10,IL,Designated,05/19/2007,,,Geographic Population,5.4,,
Randolph,717157,Geographic HPSA,Mental Health,0,IL,Withdrawn,03/28/2007,06/29/2012,,Geographic Population,,,
Roseland/Pullman/Riverdale,7175711917,Geographic HPSA,Mental Health,15,IL,Designated,01/22/1987,,,Geographic Population,32.6,,
South Chicago,7175714433,Geographic HPSA,Mental Health,19,IL,Designated,09/25/1984,,,Geographic Population,24.3,,
Washington County,7175383751,Geographic HPSA,Mental Health,14,IL,Designated,04/26/2007,,,Geographic Population,12.2,,
West Englewood/Englewood,7179776665,Geographic HPSA,Mental Health,15,IL,Designated,08/13/2007,,,Geographic Population,43.3,,
Whiteside/Lee-Catchment Area 1-03-03,7175091618,Geographic HPSA,Mental Health,16,IL,Designated,10/24/2001,,,Geographic Population,11.5,,
Adams County,718001,Geographic HPSA,Mental Health,13,IN,Withdrawn,06/30/1997,07/02/2018,,Geographic Population,9,,
Catchment Area 17 - St. Joseph County,7182517179,Geographic HPSA,Mental Health,13,IN,Designated,12/21/2011,,,Geographic Population,17.6,,
Catchment Area 19 - Elkhart County,718039,Geographic HPSA,Mental Health,16,IN,Withdrawn,12/21/2011,07/02/2018,,Geographic Population,,,
Columbus - Quinco,7189991804,Geographic HPSA,Mental Health,0,IN,Withdrawn,09/28/1987,10/02/1995,,Geographic Population,9.5,,
East Central Mental Health Catchment Area 8,7183823120,Geographic HPSA,Mental Health,15,IN,Designated,03/31/2006,,,Geographic Population,19,,
Four Counties - Catchment Area 10,7185941784,Geographic HPSA,Mental Health,18,IN,Designated,03/27/2006,,,Geographic Population,16.5,,
Gary,7189991801,Geographic HPSA,Mental Health,17,IN,Withdrawn,03/10/1980,07/02/2018,,Geographic Population,36.8,,
Grant/Blackford Counties Mental Health Catchment a,7189991829,Geographic HPSA,Mental Health,14,IN,Withdrawn,10/14/2005,07/02/2018,,Geographic Population,11,,
Greene County,7189636958,Geographic HPSA,Mental Health,17,IN,Designated,03/31/1998,,,Geographic Population,13.7,,
Jackson County,7187802461,Geographic HPSA,Mental Health,15,IN,Withdrawn,11/19/2015,07/02/2018,,Geographic Population,12.3,,
Jennings County,7183690726,Geographic HPSA,Mental Health,13,IN,Withdrawn,08/27/2015,07/02/2018,,Geographic Population,13.2,,
Mental Health Catchment Area 4,7189596319,Geographic HPSA,Mental Health,14,IN,Designated,01/17/2007,,,Geographic Population,10.8,,
Midtown CMHC,7189991802,Geographic HPSA,Mental Health,0,IN,Withdrawn,03/10/1980,10/02/1995,,Geographic Population,26.6,,
Northeastern Catchment Area 18,7186175063,Geographic HPSA,Mental Health,14,IN,Designated,10/14/2005,,,Geographic Population,13.2,,
Putnam County,718133,Geographic HPSA,Mental Health,12,IN,Withdrawn,02/16/2005,07/02/2018,,Geographic Population,7,,
Region 30 Mental Health,7187330516,Geographic HPSA,Mental Health,14,IN,Designated,05/05/2011,,,Geographic Population,16.8,,
Southern Indiana Catchment Area,7183612941,Geographic HPSA,Mental Health,17,IN,Designated,06/26/1996,,,Geographic Population,12.5,,
Starke,718149,Geographic HPSA,Mental Health,14,IN,Withdrawn,06/24/2008,06/27/2013,,Geographic Population,,,
Sullivan County,718153,Geographic HPSA,Mental Health,11,IN,Withdrawn,08/20/1999,06/27/2013,,Geographic Population,,,
Vermillion/Parke Counties,7188560937,Geographic HPSA,Mental Health,17,IN,Designated,09/25/2009,,,Geographic Population,13.9,,
Warsaw Mental Health Catchment Area 28,7186918305,Geographic HPSA,Mental Health,17,IN,Designated,09/26/1986,,,Geographic Population,12.2,,
Wells County,718179,Geographic HPSA,Mental Health,12,IN,Withdrawn,08/15/2005,07/02/2018,,Geographic Population,5,,
Catchment Area 15,7209654421,Geographic HPSA,Mental Health,15,KS,Designated,12/29/1980,,,Geographic Population,14.9,,
Cherokee County,7201355803,Geographic HPSA,Mental Health,14,KS,Designated,09/29/1997,,,Geographic Population,17.8,,
Cowley County,7206283522,Geographic HPSA,Mental Health,18,KS,Designated,02/23/1981,,,Geographic Population,17.5,,
Crawford County,7209760915,Geographic HPSA,Mental Health,17,KS,Designated,09/29/1997,,,Geographic Population,21.6,,
Franklin,720059,Geographic HPSA,Mental Health,0,KS,Withdrawn,09/29/1997,06/29/2012,,Geographic Population,,,
Labette County (MHCA10),7204147920,Geographic HPSA,Mental Health,14,KS,Designated,04/17/2007,,,Geographic Population,16.3,,
Mental Health Area 13,7204474472,Geographic HPSA,Mental Health,13,KS,Designated,09/29/1997,,,Geographic Population,18,,
Mental Health Area 3,7204447781,Geographic HPSA,Mental Health,15,KS,Designated,09/29/1997,,,Geographic Population,13,,
Mental Health Area 4,7204140510,Geographic HPSA,Mental Health,13,KS,Designated,09/29/1997,,,Geographic Population,11.3,,
Mental Health Catchment Area 12,7205611724,Geographic HPSA,Mental Health,16,KS,Designated,02/23/1981,,,Geographic Population,15.3,,
Mental Health Catchment Area 14,7209465478,Geographic HPSA,Mental Health,11,KS,Designated,12/29/1980,,,Geographic Population,16.1,,
Mental Health Catchment Area 17 - Butler County,7206231049,Geographic HPSA,Mental Health,7,KS,Designated,02/23/1981,,,Geographic Population,9.2,,
Mental Health Catchment Area 20,7204773163,Geographic HPSA,Mental Health,16,KS,Designated,09/29/1997,,,Geographic Population,14.8,,
Mental Health Catchment Area 21,7207452773,Geographic HPSA,Mental Health,15,KS,Designated,12/29/1980,,,Geographic Population,12.7,,
Mental Health Catchment Area 22,7205418836,Geographic HPSA,Mental Health,15,KS,Designated,09/29/1997,,,Geographic Population,12,,
Mental Health Catchment Area 23,7203258896,Geographic HPSA,Mental Health,17,KS,Designated,12/29/1980,,,Geographic Population,12,,
Mental Health Catchment Area 24,7206265643,Geographic HPSA,Mental Health,17,KS,Designated,12/29/1980,,,Geographic Population,15.1,,
Mental Health Catchment Area 25,7201078001,Geographic HPSA,Mental Health,17,KS,Designated,09/29/1997,,,Geographic Population,15.9,,
Mental Health Catchment Area 6,7209992008,Geographic HPSA,Mental Health,14,KS,Withdrawn,09/29/1997,07/02/2018,,Geographic Population,11.2,,
Mental Health Catchment Area 7,7204771085,Geographic HPSA,Mental Health,18,KS,Designated,09/29/1997,,,Geographic Population,16.6,,
Sumner County,7204434487,Geographic HPSA,Mental Health,14,KS,Designated,02/23/1981,,,Geographic Population,12.7,,
Anderson,721005,Geographic HPSA,Mental Health,0,KY,Withdrawn,05/07/1993,11/03/2011,,Geographic Population,,,
Barren County,721009,Geographic HPSA,Mental Health,16,KY,Withdrawn,08/31/2004,07/02/2018,,Geographic Population,15.6,,
Breckinridge County,721027,Geographic HPSA,Mental Health,12,KY,Withdrawn,08/18/2009,11/22/2013,,Geographic Population,,,
Butler County,721031,Geographic HPSA,Mental Health,14,KY,Withdrawn,08/31/2004,07/02/2018,,Geographic Population,16,,
Danville Catchment Area,7219992116,Geographic HPSA,Mental Health,0,KY,Withdrawn,09/09/1986,01/10/2008,,Geographic Population,19.9,,
Franklin,721073,Geographic HPSA,Mental Health,0,KY,Withdrawn,05/07/1993,11/03/2011,,Geographic Population,,,
Grant/Pendleton,7212425720,Geographic HPSA,Mental Health,14,KY,Designated,07/23/2009,,,Geographic Population,17,,
Grayson County,721085,Geographic HPSA,Mental Health,15,KY,Withdrawn,09/01/2009,11/22/2013,,Geographic Population,,,
Green,721087,Geographic HPSA,Mental Health,0,KY,Withdrawn,06/05/1986,09/01/2004,,Geographic Population,18.4,,
Green River Catchment Area,7219992112,Geographic HPSA,Mental Health,0,KY,Withdrawn,06/05/1986,12/20/2007,,Geographic Population,17,,
Hancock County,7219840076,Geographic HPSA,Mental Health,11,KY,Withdrawn,05/11/2012,06/26/2017,,Geographic Population,12.7,,
Henderson County,7219460914,Geographic HPSA,Mental Health,8,KY,Designated,05/11/2012,,,Geographic Population,18.4,,
Henry County,7213142730,Geographic HPSA,Mental Health,12,KY,Designated,05/07/1993,,,Geographic Population,17.6,,
Logan County,721141,Geographic HPSA,Mental Health,14,KY,Withdrawn,02/01/2013,07/02/2018,,Geographic Population,,,
Logan/Simpson,7219992123,Geographic HPSA,Mental Health,0,KY,Withdrawn,08/31/2004,03/31/2009,,Geographic Population,14,,
Madison,721151,Geographic HPSA,Mental Health,0,KY,Withdrawn,05/07/1993,11/03/2011,,Geographic Population,,,
Nicholas,721181,Geographic HPSA,Mental Health,0,KY,Withdrawn,05/07/1993,11/03/2011,,Geographic Population,,,
North Central Catchment Area,7216336560,Geographic HPSA,Mental Health,16,KY,Designated,11/22/2013,,,Geographic Population,16.8,,
Northkey Mental Health Catchment Area,7219992117,Geographic HPSA,Mental Health,0,KY,Withdrawn,09/24/1986,07/23/2009,,Geographic Population,9,,
Owen County,7219830281,Geographic HPSA,Mental Health,15,KY,Designated,07/23/2009,,,Geographic Population,15.1,,
Pennyroyal Mental Health Catchment Area,7217390858,Geographic HPSA,Mental Health,17,KY,Designated,06/05/1986,,,Geographic Population,19.1,,
Pulaski,721199,Geographic HPSA,Mental Health,0,KY,Withdrawn,06/05/1986,09/01/2004,,Geographic Population,19,,
Spencer,721215,Geographic HPSA,Mental Health,0,KY,Withdrawn,05/07/1993,11/03/2011,,Geographic Population,,,
Taylor,721217,Geographic HPSA,Mental Health,0,KY,Withdrawn,06/05/1986,09/01/2004,,Geographic Population,17.4,,
Trimble County,7211478745,Geographic HPSA,Mental Health,9,KY,Designated,05/07/1993,,,Geographic Population,16.5,,
Union County,7211801899,Geographic HPSA,Mental Health,14,KY,Designated,05/11/2012,,,Geographic Population,28.5,,
Warren,721227,Geographic HPSA,Mental Health,0,KY,Withdrawn,06/05/1986,08/31/2004,,Geographic Population,15.4,,
Washington County,721229,Geographic HPSA,Mental Health,7,KY,Withdrawn,08/18/2009,11/22/2013,,Geographic Population,,,
Allen Parish,7227120451,Geographic HPSA,Mental Health,17,LA,Designated,11/05/1987,,,Geographic Population,16.8,,
Ascension Parish,7224839020,Geographic HPSA,Mental Health,9,LA,Designated,11/22/2005,,,Geographic Population,12.7,,
Assumption Parish,7229659388,Geographic HPSA,Mental Health,16,LA,Designated,11/22/2005,,,Geographic Population,17,,
Avoyelles Parish,722009,Geographic HPSA,Mental Health,18,LA,Withdrawn,03/27/2007,07/02/2018,,Geographic Population,0.2,,
Beauregard Parish,7225804963,Geographic HPSA,Mental Health,17,LA,Designated,11/05/1987,,,Geographic Population,18.6,,
Bossier Parish,7224080086,Geographic HPSA,Mental Health,9,LA,Designated,06/23/2009,,,Geographic Population,13.5,,
Caddo Parish,7225570347,Geographic HPSA,Mental Health,13,LA,Designated,11/15/2018,,,Geographic Population,22.4,,
Calcasieu Parish,7221803212,Geographic HPSA,Mental Health,11,LA,Designated,11/05/1987,,,Geographic Population,17.2,,
Cameron Parish,7223355422,Geographic HPSA,Mental Health,11,LA,Designated,11/05/1987,,,Geographic Population,8.3,,
De Soto,722031,Geographic HPSA,Mental Health,0,LA,Withdrawn,08/24/1979,09/15/2000,,Geographic Population,29.8,,
Desire Florida/Lower 9th Ward,7229992204,Geographic HPSA,Mental Health,0,LA,Withdrawn,10/14/1981,09/20/1999,,Geographic Population,43,,
Desoto Parish,7226074249,Geographic HPSA,Mental Health,19,LA,Designated,11/15/2018,,,Geographic Population,26.4,,
