HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA_Population_Type,pct_of_pop_below_poverty,Longitude,Latitude
Commerce City,6089990802,Geographic HPSA,Dental Health,0,CO,Withdrawn,09/29/1980,09/16/2009,,Geographic Population,24.1,,
Costilla County,6086943297,Geographic HPSA,Dental Health,18,CO,Designated,03/07/1995,,,Geographic Population,24.9,,
Crowley County,6083080821,Geographic HPSA,Dental Health,19,CO,Designated,03/19/2008,,,Geographic Population,28.3,,
Custer County,6085057464,Geographic HPSA,Dental Health,17,CO,Designated,06/18/2012,,,Geographic Population,17.6,,
Dolores,608033,Geographic HPSA,Dental Health,0,CO,Withdrawn,04/24/2002,06/29/2012,,Geographic Population,,,
Eastside (Denver),6089990803,Geographic HPSA,Dental Health,0,CO,Withdrawn,05/13/1982,02/20/2002,,Geographic Population,30.3,,
Elbert County,6081505073,Geographic HPSA,Dental Health,15,CO,Designated,05/23/2017,,,Geographic Population,7.3,,
Gilpin County,6082824913,Geographic HPSA,Dental Health,11,CO,Designated,03/13/2002,,,Geographic Population,10.3,,
Grand County,6087603349,Geographic HPSA,Dental Health,13,CO,Designated,11/10/2010,,,Geographic Population,12,,
Hinsdale County,6083215420,Geographic HPSA,Dental Health,6,CO,Designated,09/15/2017,,,Geographic Population,7.4,,
Jackson County,6087790426,Geographic HPSA,Dental Health,7,CO,Designated,03/19/2008,,,Geographic Population,14.7,,
Kiowa County,6082637929,Geographic HPSA,Dental Health,4,CO,Designated,02/03/1994,,,Geographic Population,14.7,,
La Plata County,6087411200,Geographic HPSA,Dental Health,8,CO,Designated,05/25/2017,,,Geographic Population,11,,
Lake County,6088391513,Geographic HPSA,Dental Health,16,CO,Designated,12/28/2017,,,Geographic Population,12.1,,
Las Animas,608071,Geographic HPSA,Dental Health,0,CO,Withdrawn,04/30/1982,10/02/1995,,Geographic Population,20,,
Mineral County,608079,Geographic HPSA,Dental Health,8,CO,Withdrawn,01/28/2009,06/26/2017,,Geographic Population,10.3,,
Moffat,608081,Geographic HPSA,Dental Health,4,CO,Withdrawn,03/19/2008,06/27/2013,,Geographic Population,,,
Montbello,6089990807,Geographic HPSA,Dental Health,0,CO,Withdrawn,05/01/1995,02/20/2002,,Geographic Population,10.7,,
Otero County,6087675001,Geographic HPSA,Dental Health,19,CO,Withdrawn,10/23/2001,07/02/2018,,Geographic Population,23.9,,
Park County,6081921754,Geographic HPSA,Dental Health,12,CO,Designated,03/19/2008,,,Geographic Population,8.2,,
Phillips County,6086188047,Geographic HPSA,Dental Health,16,CO,Designated,09/13/2005,,,Geographic Population,18.5,,
Rio Blanco East,6089911879,Geographic HPSA,Dental Health,17,CO,Designated,10/04/2013,,,Geographic Population,19.6,,
Saguache County,6088130930,Geographic HPSA,Dental Health,14,CO,Designated,11/16/2001,,,Geographic Population,25,,
San Juan County,6083685766,Geographic HPSA,Dental Health,7,CO,Designated,03/19/2008,,,Geographic Population,16.5,,
Washington County,608121,Geographic HPSA,Dental Health,17,CO,Withdrawn,07/10/1979,06/26/2017,,Geographic Population,11.3,,
Western Garfield,6082394988,Geographic HPSA,Dental Health,6,CO,Designated,08/16/2007,,,Geographic Population,11.8,,
Western San Miguel and Western Montrose,6088130512,Geographic HPSA,Dental Health,17,CO,Designated,04/10/2008,,,Geographic Population,15.9,,
Westside (Denver),6089990804,Geographic HPSA,Dental Health,0,CO,Withdrawn,05/13/1982,02/20/2002,,Geographic Population,27.6,,
Charter Oak/Frog Hollow/Parkville,6099990901,Geographic HPSA,Dental Health,0,CT,Withdrawn,05/16/1979,06/29/2012,,Geographic Population,,,
N. Central Bridgeport,6099990907,Geographic HPSA,Dental Health,0,CT,Withdrawn,06/30/1980,01/12/1984,,Geographic Population,16,,
North/Northcentral Hartford,6099990902,Geographic HPSA,Dental Health,0,CT,Withdrawn,04/07/1978,09/10/2001,,Geographic Population,41.6,,
S. Cent Waterbury,6099990917,Geographic HPSA,Dental Health,0,CT,Withdrawn,06/30/1998,08/29/2002,,Geographic Population,25.7,,
S.E. Bridgeport,6099990905,Geographic HPSA,Dental Health,0,CT,Withdrawn,06/30/1980,01/12/1984,,Geographic Population,19,,
S.W. Stanford,6099990908,Geographic HPSA,Dental Health,0,CT,Withdrawn,06/30/1980,01/12/1984,,Geographic Population,20,,
So.Central Waterbury Service Area,6099990931,Geographic HPSA,Dental Health,0,CT,Withdrawn,09/06/2002,04/16/2007,,Geographic Population,26,,
Anacostia,6119991102,Geographic HPSA,Dental Health,0,DC,Withdrawn,06/17/1983,10/02/1995,,Geographic Population,28,,
North Capital Service Area,6119991101,Geographic HPSA,Dental Health,0,DC,Withdrawn,05/21/1981,10/02/1995,,Geographic Population,44,,
Kent County-Withdraw,610001,Geographic HPSA,Dental Health,9,DE,Withdrawn,11/07/2001,06/26/2017,,Geographic Population,10,,
Southbridge,6109991002,Geographic HPSA,Dental Health,0,DE,Withdrawn,03/10/1999,03/08/2007,,Geographic Population,,,
Wilmington-Withdraw,6109991001,Geographic HPSA,Dental Health,16,DE,Withdrawn,03/10/1999,06/26/2017,,Geographic Population,21.9,,
Belle Glade/Pahokee,6129991209,Geographic HPSA,Dental Health,0,FL,Withdrawn,04/12/1980,12/18/2000,,Geographic Population,32.2,,
Eastern Pasco,6129991238,Geographic HPSA,Dental Health,0,FL,Withdrawn,06/20/1997,10/24/2001,,Geographic Population,13.7,,
Everglades,6129991207,Geographic HPSA,Dental Health,0,FL,Withdrawn,11/17/1978,09/20/2001,,Geographic Population,13.7,,
Frostproof,6129991211,Geographic HPSA,Dental Health,0,FL,Withdrawn,08/24/1979,11/19/2001,,Geographic Population,18.2,,
Homestead,6129991237,Geographic HPSA,Dental Health,0,FL,Withdrawn,03/14/1997,11/19/2001,,Geographic Population,24.3,,
Immokalee,6129991226,Geographic HPSA,Dental Health,0,FL,Withdrawn,09/08/1992,09/20/2001,,Geographic Population,43,,
Indiantown,6129991215,Geographic HPSA,Dental Health,0,FL,Withdrawn,01/19/1981,11/19/2001,,Geographic Population,29.4,,
Model Cities,6129991218,Geographic HPSA,Dental Health,0,FL,Withdrawn,09/21/1981,02/22/2002,,Geographic Population,34.1,,
Northwest Escambia,6129991204,Geographic HPSA,Dental Health,0,FL,Withdrawn,09/12/1979,10/02/1995,,Geographic Population,32,,
Wakulla County,6127420243,Geographic HPSA,Dental Health,16,FL,Designated,07/12/2017,,,Geographic Population,13.3,,
West Central Orange,6129991206,Geographic HPSA,Dental Health,0,FL,Withdrawn,01/08/1980,10/26/1987,,Geographic Population,0,,
West Palm Beach,6129991214,Geographic HPSA,Dental Health,0,FL,Withdrawn,10/23/1979,03/10/1998,,Geographic Population,34,,
Athens Neighborhood Health Center Target,6139991305,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/08/1978,01/29/1985,,Geographic Population,38,,
Atlanta Southside,6139991302,Geographic HPSA,Dental Health,0,GA,Withdrawn,12/03/1979,11/03/2011,,Geographic Population,,,
Brooks,613027,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/12/1978,11/03/2011,,Geographic Population,,,
Bryan,613029,Geographic HPSA,Dental Health,0,GA,Withdrawn,09/18/1978,11/03/2011,,Geographic Population,,,
Burke-Jenkins-Screven,6139991303,Geographic HPSA,Dental Health,0,GA,Withdrawn,11/14/1980,01/29/1985,,Geographic Population,47,,
Camden,613039,Geographic HPSA,Dental Health,0,GA,Withdrawn,03/25/2000,04/13/2010,,Geographic Population,,,
Chattahoochee County,6134221113,Geographic HPSA,Dental Health,15,GA,Designated,06/05/2014,,,Geographic Population,9,,
East Atlanta,6139991313,Geographic HPSA,Dental Health,0,GA,Withdrawn,08/04/1994,09/15/2000,,Geographic Population,25.2,,
Effingham County,6134482507,Geographic HPSA,Dental Health,11,GA,Designated,07/01/2014,,,Geographic Population,10.5,,
Franklin,613119,Geographic HPSA,Dental Health,0,GA,Withdrawn,10/05/1978,01/29/1985,,Geographic Population,20,,
Harris,613145,Geographic HPSA,Dental Health,0,GA,Withdrawn,11/09/1978,11/03/2011,,Geographic Population,,,
Hart,613147,Geographic HPSA,Dental Health,0,GA,Withdrawn,10/05/1978,01/29/1985,,Geographic Population,16,,
Heard,613149,Geographic HPSA,Dental Health,0,GA,Withdrawn,05/31/1978,01/29/1985,,Geographic Population,16,,
Henry,613151,Geographic HPSA,Dental Health,0,GA,Withdrawn,04/20/2001,11/03/2011,,Geographic Population,,,
Irwin,613155,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/12/1978,10/02/1995,,Geographic Population,25,,
Lanier,613173,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/12/1978,10/02/1995,,Geographic Population,28,,
Lee County,6136566268,Geographic HPSA,Dental Health,4,GA,Designated,07/02/2014,,,Geographic Population,11.8,,
Liberty,613179,Geographic HPSA,Dental Health,0,GA,Withdrawn,09/18/1978,09/24/2008,,Geographic Population,13.2,,
Long County,6132280567,Geographic HPSA,Dental Health,13,GA,Designated,09/18/1978,,,Geographic Population,18.4,,
Marion/Schley,6139991309,Geographic HPSA,Dental Health,0,GA,Withdrawn,05/09/1985,10/02/1995,,Geographic Population,28,,
Meriwether,613199,Geographic HPSA,Dental Health,0,GA,Withdrawn,05/31/1978,01/29/1985,,Geographic Population,21,,
Montgomery County,6133623611,Geographic HPSA,Dental Health,14,GA,Designated,08/20/2013,,,Geographic Population,24.7,,
Northwest Savannah,6139991335,Geographic HPSA,Dental Health,0,GA,Withdrawn,09/13/2000,11/06/2006,,Geographic Population,32.8,,
Oconee,613219,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/08/1978,01/29/1985,,Geographic Population,9,,
Oglethorpe,613221,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/08/1978,10/02/1995,,Geographic Population,18,,
Paulding,613223,Geographic HPSA,Dental Health,0,GA,Withdrawn,09/29/2000,11/03/2011,,Geographic Population,,,
Peach,613225,Geographic HPSA,Dental Health,0,GA,Withdrawn,11/09/1978,01/29/1985,,Geographic Population,26,,
Pickens,613227,Geographic HPSA,Dental Health,0,GA,Withdrawn,10/05/1978,01/29/1985,,Geographic Population,17,,
Schley County,6134682315,Geographic HPSA,Dental Health,15,GA,Designated,05/06/2014,,,Geographic Population,22.1,,
Seminole,613253,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/12/1978,10/02/1995,,Geographic Population,23,,
Tri-County,6139991304,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/08/1978,10/02/1995,,Geographic Population,29,,
Turner,613287,Geographic HPSA,Dental Health,0,GA,Withdrawn,09/13/2005,03/30/2010,,Geographic Population,,,
Twiggs,613289,Geographic HPSA,Dental Health,0,GA,Withdrawn,02/11/2000,03/30/2010,,Geographic Population,,,
West Atlanta,6139991312,Geographic HPSA,Dental Health,0,GA,Withdrawn,08/03/1994,01/22/2007,,Geographic Population,37.8,,
Woodbine,6139991308,Geographic HPSA,Dental Health,0,GA,Withdrawn,06/11/1982,10/02/1995,,Geographic Population,20,,
Guam,666010,Geographic HPSA,Dental Health,0,GU,Withdrawn,01/31/1992,11/03/2011,,Geographic Population,,,
Hana Haiku Area,6151693622,Geographic HPSA,Dental Health,8,HI,Designated,10/22/2012,,,Geographic Population,12.1,,
Hana/Haiku,6159991505,Geographic HPSA,Dental Health,0,HI,Withdrawn,05/01/1995,04/23/2008,,Geographic Population,12.3,,
Kau,6159991501,Geographic HPSA,Dental Health,0,HI,Withdrawn,09/18/1978,03/12/1984,,Geographic Population,0,,
Lanai,6159991504,Geographic HPSA,Dental Health,0,HI,Withdrawn,04/06/1993,09/20/1999,,Geographic Population,5.8,,
Wainae Coast,6159991502,Geographic HPSA,Dental Health,0,HI,Withdrawn,02/23/1978,12/14/1979,,Geographic Population,0,,
Adair County,619001,Geographic HPSA,Dental Health,6,IA,Withdrawn,03/01/2006,07/02/2018,,Geographic Population,8.6,,
Bedford,6199991916,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/19/1978,03/08/1985,,Geographic Population,0,,
Belle Plaine,6199991921,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/19/1978,03/08/1985,,Geographic Population,0,,
Brooklyn-Montezuma,6199991917,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/19/1978,03/08/1985,,Geographic Population,0,,
Butler,619023,Geographic HPSA,Dental Health,0,IA,Withdrawn,01/23/2006,03/19/2010,,Geographic Population,,,
Chariton,6199991922,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/19/1978,03/05/1985,,Geographic Population,0,,
Clarence-Wheatland,6199991920,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/19/1978,03/08/1985,,Geographic Population,0,,
Clarke County,619039,Geographic HPSA,Dental Health,6,IA,Withdrawn,08/19/2013,07/02/2018,,Geographic Population,,,
Decatur County,6198093834,Geographic HPSA,Dental Health,17,IA,Designated,04/15/2010,,,Geographic Population,18.7,,
Guthrie Center,6199991925,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/18/1993,09/30/1997,,Geographic Population,12,,
Guthrie County,619077,Geographic HPSA,Dental Health,8,IA,Withdrawn,12/19/2005,07/02/2018,,Geographic Population,8,,
Howard,619089,Geographic HPSA,Dental Health,0,IA,Withdrawn,03/17/2006,04/13/2010,,Geographic Population,,,
Keokuk County,6198447541,Geographic HPSA,Dental Health,7,IA,Designated,01/18/2006,,,Geographic Population,12.9,,
Logan,6199991911,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/26/1978,03/08/1985,,Geographic Population,0,,
Louisa County,619115,Geographic HPSA,Dental Health,7,IA,Withdrawn,03/31/2006,07/02/2018,,Geographic Population,9,,
Lucas County,619117,Geographic HPSA,Dental Health,10,IA,Withdrawn,05/13/2010,07/02/2018,,Geographic Population,,,
Monroe County,6196671072,Geographic HPSA,Dental Health,7,IA,Designated,08/19/2013,,,Geographic Population,10.9,,
Onawa-Mapleton,6199991914,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/19/1978,03/08/1985,,Geographic Population,0,,
Palo Alto County,6199472265,Geographic HPSA,Dental Health,7,IA,Designated,02/13/2006,,,Geographic Population,9.9,,
Ringgold County,6199099946,Geographic HPSA,Dental Health,15,IA,Designated,06/28/2010,,,Geographic Population,16.5,,
Sac,619161,Geographic HPSA,Dental Health,0,IA,Withdrawn,12/19/2005,06/17/2009,,Geographic Population,9,,
Sac County,6192800613,Geographic HPSA,Dental Health,10,IA,Designated,10/16/2017,,,Geographic Population,7.8,,
Southern Clayton County,6199991912,Geographic HPSA,Dental Health,0,IA,Withdrawn,06/26/1978,03/08/1985,,Geographic Population,0,,
Wayne County,6193383708,Geographic HPSA,Dental Health,13,IA,Designated,06/19/1978,,,Geographic Population,13.1,,
Boise County,6168197518,Geographic HPSA,Dental Health,17,ID,Designated,09/11/1992,,,Geographic Population,15.8,,
Bruneau,6169991618,Geographic HPSA,Dental Health,0,ID,Withdrawn,09/30/1997,11/03/2011,,Geographic Population,,,
Camas County,6162276392,Geographic HPSA,Dental Health,9,ID,Designated,09/11/1992,,,Geographic Population,17.9,,
Carey Division Blaine County,6169777911,Geographic HPSA,Dental Health,5,ID,Designated,12/21/2007,,,Geographic Population,12.3,,
Clark County,6161437326,Geographic HPSA,Dental Health,8,ID,Designated,09/11/1992,,,Geographic Population,27.8,,
Gooding County,616047,Geographic HPSA,Dental Health,12,ID,Withdrawn,06/21/2002,07/01/2016,,Geographic Population,13,,
Grand View Service Area,6169991664,Geographic HPSA,Dental Health,0,ID,Withdrawn,06/21/2007,05/18/2012,,Geographic Population,,,
Hamer,6169991604,Geographic HPSA,Dental Health,0,ID,Withdrawn,08/05/1994,09/20/1999,,Geographic Population,18.6,,
Owyhee County,6161246121,Geographic HPSA,Dental Health,8,ID,Designated,05/18/2012,,,Geographic Population,27.4,,
Swan Lake Service Area,6169991644,Geographic HPSA,Dental Health,0,ID,Withdrawn,12/23/2004,01/13/2005,,Geographic Population,7.7,,
Bond County,617005,Geographic HPSA,Dental Health,7,IL,Withdrawn,10/16/2012,06/26/2017,,Geographic Population,,,
Christian County,6171564436,Geographic HPSA,Dental Health,6,IL,Designated,06/20/2011,,,Geographic Population,14.8,,
De Witt County,6177615157,Geographic HPSA,Dental Health,5,IL,Designated,09/11/2013,,,Geographic Population,12.6,,
Decatur Inner City,6179991705,Geographic HPSA,Dental Health,0,IL,Withdrawn,12/21/1978,10/02/1995,,Geographic Population,20,,
Douglas County,617041,Geographic HPSA,Dental Health,6,IL,Withdrawn,08/25/1999,06/26/2017,,Geographic Population,6.3,,
East Side Health District,6179991701,Geographic HPSA,Dental Health,0,IL,Withdrawn,07/30/1979,10/02/1995,,Geographic Population,32,,
Englewood Area,6179991706,Geographic HPSA,Dental Health,0,IL,Withdrawn,11/03/1978,08/25/2000,,Geographic Population,36.7,,
Gallatin County,6174725487,Geographic HPSA,Dental Health,13,IL,Designated,06/18/2013,,,Geographic Population,16.7,,
Menard County,6177328533,Geographic HPSA,Dental Health,10,IL,Designated,03/24/2006,,,Geographic Population,9.7,,
Moultrie/Shelby Catch Area,617999174C,Geographic HPSA,Dental Health,9,IL,Withdrawn,04/10/2008,07/02/2018,,Geographic Population,8.6,,
Nashville,6179991718,Geographic HPSA,Dental Health,0,IL,Withdrawn,03/26/1981,04/29/1985,,Geographic Population,9,,
Pembroke,6179991709,Geographic HPSA,Dental Health,0,IL,Withdrawn,08/09/1978,10/02/1995,,Geographic Population,32,,
Riverdale (Chicago),6179991721,Geographic HPSA,Dental Health,0,IL,Withdrawn,10/28/1993,05/22/2006,,Geographic Population,62.9,,
Rockford Inner City,6179991702,Geographic HPSA,Dental Health,0,IL,Withdrawn,08/15/1979,10/02/1995,,Geographic Population,27,,
South Lawndale (Chicago),6179991713,Geographic HPSA,Dental Health,0,IL,Withdrawn,12/11/1980,10/02/1995,,Geographic Population,13,,
Tazewell County,617179,Geographic HPSA,Dental Health,11,IL,Withdrawn,01/20/2012,07/02/2018,,Geographic Population,9.3,,
Uptown,6179991708,Geographic HPSA,Dental Health,0,IL,Withdrawn,05/17/1978,04/29/1985,,Geographic Population,34,,
Brown County,6189342225,Geographic HPSA,Dental Health,11,IN,Proposed For Withdrawal,12/29/2016,,,Geographic Population,13.9,,
Crawford,618025,Geographic HPSA,Dental Health,0,IN,Withdrawn,05/12/1978,09/05/1985,,Geographic Population,18,,
East Chicago Service Area,6189991814,Geographic HPSA,Dental Health,16,IN,Withdrawn,03/07/2002,07/02/2018,,Geographic Population,23.5,,
Franklin,618047,Geographic HPSA,Dental Health,0,IN,Withdrawn,11/14/1979,11/03/2011,,Geographic Population,,,
Gary/Area #1,6189991804,Geographic HPSA,Dental Health,0,IN,Withdrawn,05/12/1978,09/05/1985,,Geographic Population,25,,
Jennings,618079,Geographic HPSA,Dental Health,0,IN,Withdrawn,09/14/1994,09/15/2000,,Geographic Population,12.8,,
Martin,618101,Geographic HPSA,Dental Health,0,IN,Withdrawn,05/22/1978,09/05/1985,,Geographic Population,12,,
Miami,618103,Geographic HPSA,Dental Health,0,IN,Withdrawn,05/12/1978,09/05/1985,,Geographic Population,8,,
Ohio,618115,Geographic HPSA,Dental Health,0,IN,Withdrawn,11/14/1979,11/03/2011,,Geographic Population,,,
Owen,618119,Geographic HPSA,Dental Health,0,IN,Withdrawn,05/22/1978,09/05/1985,,Geographic Population,12,,
Pike,618125,Geographic HPSA,Dental Health,0,IN,Withdrawn,05/22/1978,09/05/1985,,Geographic Population,9,,
Randolph County,618135,Geographic HPSA,Dental Health,8,IN,Withdrawn,05/15/2012,07/02/2018,,Geographic Population,,,
Rush,618139,Geographic HPSA,Dental Health,0,IN,Withdrawn,03/26/2003,08/19/2008,,Geographic Population,7.3,,
Starke,618149,Geographic HPSA,Dental Health,0,IN,Withdrawn,05/12/1978,09/05/1985,,Geographic Population,12,,
Valpariso Service Area,6189991839,Geographic HPSA,Dental Health,13,IN,Withdrawn,08/14/2007,06/27/2013,,Geographic Population,,,
Washington County,6182110271,Geographic HPSA,Dental Health,9,IN,Withdrawn,11/23/2015,07/02/2018,,Geographic Population,15,,
Barber County,6209131834,Geographic HPSA,Dental Health,11,KS,Designated,06/25/2001,,,Geographic Population,11.6,,
Chase County,6201418575,Geographic HPSA,Dental Health,10,KS,Designated,05/03/1978,,,Geographic Population,11.3,,
Clark County,6207374932,Geographic HPSA,Dental Health,9,KS,Designated,04/27/2006,,,Geographic Population,13.7,,
Comanche County,6204231658,Geographic HPSA,Dental Health,8,KS,Designated,05/08/1978,,,Geographic Population,5.1,,
Decatur County,6207679722,Geographic HPSA,Dental Health,9,KS,Designated,12/27/2011,,,Geographic Population,14.8,,
Elk County,6206168534,Geographic HPSA,Dental Health,13,KS,Designated,09/25/1995,,,Geographic Population,15.4,,
Gove County,620063,Geographic HPSA,Dental Health,14,KS,Withdrawn,02/27/1979,07/02/2018,,Geographic Population,7.3,,
Grant County,620067,Geographic HPSA,Dental Health,12,KS,Withdrawn,03/31/2006,07/02/2018,,Geographic Population,10,,
Gray County,6203527466,Geographic HPSA,Dental Health,15,KS,Designated,05/08/1978,,,Geographic Population,9.5,,
Greenwood County,6208452471,Geographic HPSA,Dental Health,12,KS,Designated,09/27/2001,,,Geographic Population,14.9,,
