HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Goose Creek Correctional Center,6023525245,Correctional Facility,Dental Health,3,AK,Designated,3/30/2017,,Matanuska-Susitna Borough,,,-150.0004968,61.35771333
Norton Sound Health Corporation-Tribal Clinic,6029990209,Alaskan Native Tribal Population,Dental Health,17,AK,Designated,5/17/2013,,Nome Census Area,,,-165.4067825,64.499244
Nshc Clinic Native Village of Diomede,6029990217,Alaskan Native Tribal Population,Dental Health,16,AK,Designated,3/16/2018,,Nome Census Area,,,-165.4067825,64.499244
Bethel Family Clinic,6029990223,Federally Qualified Health Center,Dental Health,18,AK,Designated,7/14/2003,,Bethel Census Area,,,-161.7625388,60.79594092
Sunshine Community Health Center,6029990214,Federally Qualified Health Center,Dental Health,26,AK,Designated,6/23/2003,,Matanuska-Susitna Borough,,,-150.0866898,62.22716158
Bristol Bay Area Health Corporation,6029990233,Federally Qualified Health Center,Dental Health,20,AK,Designated,10/26/2002,,Dillingham Census Area,,,-158.4630324,59.03952618
Eklutna Health Clinic,602999024D,Native American/Tribal Facility/Population,Dental Health,15,AK,Designated,10/2/2002,,Anchorage Borough,,,-149.3617508,61.45871787
Interior Community Health Center,6029990215,Federally Qualified Health Center,Dental Health,17,AK,Designated,6/23/2003,,Fairbanks North Star Borough,,,-147.7285333,64.82988082
Norton Sound Regional Hospital Fast Track,602999020B,Alaskan Native Tribal Population,Dental Health,17,AK,Designated,5/17/2013,,Nome Census Area,,,-165.4067825,64.499244
Upper Tanana Health Center,602999020H,Native American/Tribal Facility/Population,Dental Health,19,AK,Designated,9/16/2014,,Southeast Fairbanks Census Area,,,-142.9848035,63.335796
Kana Clinic Native Village of Karluk,6029990224,Alaskan Native Tribal Population,Dental Health,10,AK,Designated,3/16/2018,,Kodiak Island Borough,,,-154.4374463,57.56380653
Mt. Sanford Tribal Consortium,6029990251,Alaskan Native Tribal Population,Dental Health,20,AK,Designated,3/5/2018,,Valdez-Cordova Census Area,,,-144.2343058,62.71581126
Dillingham Area,102070,Geographic HPSA,Primary Care,0,AK,Withdrawn,7/25/1978,5/5/1989,,Geographic Population,22,,
Ukpeagvik Inupiat Corporation,1029990277,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,North Slope Borough,,,-156.792374,71.288826
Kodiak Area Native Association,6029990201,Federally Qualified Health Center,Dental Health,19,AK,Designated,10/26/2002,,Kodiak Island Borough,,,-152.3542056,57.81231836
Norton Sound Health Corporation,6029990208,Federally Qualified Health Center,Dental Health,18,AK,Designated,6/23/2003,,Nome Census Area,,,-165.375951,64.49992169
Skagway Municipality,1021026875,Geographic HPSA,Primary Care,15,AK,Designated,5/10/2013,,,Geographic Population,4.5,,
Aleutians/Pribilof Islands Association,1029990272,Federally Qualified Health Center,Primary Care,19,AK,Designated,10/26/2002,,Anchorage Borough,,,-149.8620121,61.17368046
Dillingham Census Area/Lake and Peninsula Borough,10299902A7,High Needs Geographic HPSA,Primary Care,7,AK,Withdrawn,2/1/2010,6/25/2014,,Geographic Population,,,
Kodiak Island Health Care Foundation,6029990240,Federally Qualified Health Center,Dental Health,19,AK,Designated,10/26/2002,,Kodiak Island Borough,,,-152.3749184,57.80038766
Aleutians West Borough,1026580765,Geographic HPSA,Primary Care,15,AK,Designated,6/17/1992,,,Geographic Population,8.8,,
Low Income - Fairbanks North Star Borough,1029990224,HPSA Population,Primary Care,15,AK,Withdrawn,8/12/1994,6/25/2014,,Low Income Population HPSA,,,
Anchorage Neighborhood Health Center,6029990206,Federally Qualified Health Center,Dental Health,20,AK,Designated,6/23/2003,,Anchorage Borough,,,-149.899652,61.19532646
Front Street Community Health Center,102999020C,Federally Qualified Health Center,Primary Care,15,AK,Designated,4/1/2014,,Juneau Borough,,,-134.4061014,58.30051152
Seldovia Village Health Center,1029990241,Federally Qualified Health Center,Primary Care,9,AK,Designated,6/16/2003,,Kenai Peninsula Borough,,,-151.7174831,59.44227714
Spring Creek Correctional Center,1024873250,Correctional Facility,Primary Care,3,AK,Designated,9/16/2016,,Kenai Peninsula Borough,,,-149.3433785,60.09369049
Valdez Native Tribe,1029990298,Native American/Tribal Facility/Population,Primary Care,10,AK,Designated,10/26/2002,,Valdez-Cordova Census Area,,,-146.3031935,61.118997
Hoonah-Angoon Census Area,1028855282,Geographic HPSA,Primary Care,16,AK,Designated,5/10/2013,,,Geographic Population,15,,
Valdez-Cordova Area,102261,Geographic HPSA,Primary Care,0,AK,Withdrawn,7/25/1978,3/14/1984,,Geographic Population,11,,
Southeast Fairbanks Census Area,1029035922,Geographic HPSA,Primary Care,13,AK,Designated,7/25/1978,,,Geographic Population,13.6,,
Seward,1029990209,Geographic HPSA,Primary Care,0,AK,Withdrawn,2/28/1981,3/14/1984,,Geographic Population,11,,
Skagway-Hoonah-Angoon Borough,102232,Geographic HPSA,Primary Care,15,AK,Withdrawn,9/10/1996,5/10/2013,,Geographic Population,,,
Low Income - N. Anchorage City,1029990203,HPSA Population,Primary Care,0,AK,Withdrawn,1/17/1980,11/3/2011,,Low Income Population HPSA,,,
Alaska Island Community Services,1029990261,Federally Qualified Health Center,Primary Care,14,AK,Designated,10/26/2002,,Wrangell City and Borough,,,-132.380145,56.4712602
Samuel Simmonds Memorial Hospital,10299902AJ,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/16/2012,,North Slope Borough,,,-156.7795785,71.29242757
North Slope Borough Health Corporation,1029990279,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,North Slope Borough,,,-156.792374,71.288826
Bristol Bay/Kokhanok,1029990202,Geographic HPSA,Primary Care,0,AK,Withdrawn,7/25/1978,10/2/1995,,Geographic Population,1.8,,
Nshc Clinic Native Village of Diomede,10299902AC,Alaskan Native Tribal Population,Primary Care,18,AK,Designated,10/2/2002,,Nome Census Area,,,-165.4067825,64.499244
Mt. Sanford Tribal Consortium,1029990287,Alaskan Native Tribal Population,Primary Care,18,AK,Designated,10/26/2002,,Valdez-Cordova Census Area,,,-144.3322025,62.424636
Prince of Wales-Hyder Census Area,1025475653,Geographic HPSA,Primary Care,16,AK,Designated,11/22/2011,,,Geographic Population,15.5,,
Whittier,1029990217,Geographic HPSA,Primary Care,0,AK,Withdrawn,5/5/1989,11/22/1993,,Geographic Population,9.1,,
Bethel/Wade Hampton Census Areas,1023212062,Geographic HPSA,Primary Care,17,AK,Designated,11/14/2013,,,Geographic Population,26.5,,
Matanuska-Susitna,102170,Geographic HPSA,Primary Care,0,AK,Withdrawn,7/25/1978,3/14/1984,,Geographic Population,20,,
Arctic Slope Native Association,1029990278,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,North Slope Borough,,,-156.792374,71.288826
Native Village of Tyonek,1029990297,Native American/Tribal Facility/Population,Primary Care,8,AK,Designated,10/26/2002,,Kenai Peninsula Borough,,,-151.139501,61.067274
Talkeetna/Trapper Creek,1029990222,Geographic HPSA,Primary Care,16,AK,Withdrawn,11/12/1993,7/2/2018,,Geographic Population,23,,
Chugachmiut,10299902A8,Alaskan Native Tribal Population,Primary Care,21,AK,Designated,10/26/2002,,Anchorage Borough,,,-149.8084205,61.204194
Northern Valdez-Cordova Census Area,1029534475,Geographic HPSA,Primary Care,16,AK,Designated,1/13/2010,,,Geographic Population,16.4,,
Northwest Arctic Borough,102188,Geographic HPSA,Primary Care,19,AK,Withdrawn,7/25/1978,6/27/2013,,Geographic Population,,,
Kake,1029990214,Geographic HPSA,Primary Care,0,AK,Withdrawn,5/2/1986,8/31/1993,,Geographic Population,0,,
Annette Island Service Unit/Metlakatla Indian Community,602999024G,Native American/Tribal Facility/Population,Dental Health,8,AK,Designated,2/15/2017,,Prince of Wales-Hyder Census Area,,,-131.5754782,55.12476526
Haines Borough,102100,Geographic HPSA,Primary Care,0,AK,Withdrawn,6/2/1993,9/20/1999,,Geographic Population,9.2,,
Upper Matanuska-Susitna Borough,1024654736,Geographic HPSA,Primary Care,14,AK,Designated,5/25/2017,,,Geographic Population,16.9,,
Cordova,1029990299,Geographic HPSA,Primary Care,16,AK,Withdrawn,1/4/2008,7/2/2018,,Geographic Population,2.3,,
Norton Sound Health Corporation-Behavioral Health Tribal,6029990205,Alaskan Native Tribal Population,Dental Health,17,AK,Designated,5/16/2013,,Nome Census Area,,,-165.4067825,64.499244
Ninilchik Traditional Council,1029990292,Alaskan Native Tribal Population,Primary Care,14,AK,Designated,10/26/2002,,Kenai Peninsula Borough,,,-151.681553,60.018369
Interior Community Health Center,1029990237,Federally Qualified Health Center,Primary Care,17,AK,Designated,6/16/2003,,Fairbanks North Star Borough,,,-147.7285333,64.82988082
Togiak/Twin Hills,1029990216,Geographic HPSA,Primary Care,0,AK,Withdrawn,5/5/1989,10/2/1995,,Geographic Population,0,,
Kodiak Area Native Association,1029990204,Federally Qualified Health Center,Primary Care,19,AK,Designated,10/26/2002,,Kodiak Island Borough,,,-152.3542056,57.81231836
Tanana Tribal Council,1029990296,Native American/Tribal Facility/Population,Primary Care,23,AK,Designated,10/26/2002,,Fairbanks North Star Borough,,,-147.7074724,64.84412145
Iliuliuk Family Health Center,1029990235,Federally Qualified Health Center,Primary Care,18,AK,Designated,6/16/2003,,Aleutians West Census Area,,,-166.538123,53.872161
Kodiak Island Health Care Foundation,1029990265,Federally Qualified Health Center,Primary Care,18,AK,Designated,10/26/2002,,Kodiak Island Borough,,,-152.3749184,57.80038766
Searhc - Ethel Lund Clinic,10299902AL,Alaskan Native Tribal Population,Primary Care,17,AK,Designated,1/2/2019,,Juneau Borough,,,-134.4666206,58.33133774
Alaska Native Tribal Health Consortium-Ob/Gyn,10299902AM,Alaskan Native Tribal Population,Primary Care,17,AK,Designated,12/28/2018,,Anchorage Borough,,,-149.7954765,61.18039995
Chief Andrew Isaac Health Center,1029990284,Native American/Tribal Facility/Population,Primary Care,20,AK,Designated,10/26/2002,,Fairbanks North Star Borough,,,-147.7367016,64.83053855
Denali Borough,1024958410,Geographic HPSA,Primary Care,15,AK,Designated,9/23/1996,,,Geographic Population,12.7,,
North Slope Borough,1025693889,Geographic HPSA,Primary Care,15,AK,Designated,7/25/1978,,,Geographic Population,10.1,,
Juneau,1029990201,Geographic HPSA,Primary Care,0,AK,Withdrawn,7/25/1978,3/14/1984,,Geographic Population,4.6,,
Prince of Wales-Outer Ketchikan,102201,Geographic HPSA,Primary Care,14,AK,Withdrawn,11/22/2011,11/22/2011,,Geographic Population,,,
Highland Mountain/Meadow Creek Correctional Center,1029990210,Correctional Facility,Primary Care,0,AK,Withdrawn,10/12/1984,5/30/1997,,,,-151.0041578,64.80808789
Valdez/Whittier,1029990223,Geographic HPSA,Primary Care,0,AK,Withdrawn,11/22/1993,9/20/1999,,Geographic Population,6.7,,
Palmer Correctional Center,1029990211,Correctional Facility,Primary Care,0,AK,Withdrawn,10/12/1984,5/30/1997,,,,-151.0041578,64.80808789
Yukon-Koyukuk Census Area,1025407997,Geographic HPSA,Primary Care,15,AK,Designated,3/14/1984,,,Geographic Population,24,,
Norton Sound Health Corporation-Outpatient Primary Care/Dt Tribal,1029990207,Alaskan Native Tribal Population,Primary Care,17,AK,Designated,5/17/2013,,Nome Census Area,,,-165.4067825,64.499244
Edgar Nollner Health Center,1029990231,Federally Qualified Health Center,Primary Care,0,AK,Withdrawn,6/16/2003,,Yukon-Koyukuk Census Area,,,-156.929264,64.733586
Norton Sound,1029990220,Geographic HPSA,Primary Care,0,AK,Withdrawn,6/17/1992,4/7/2006,,Geographic Population,33.8,,
Southeast Alaska Region Health Consortium,1029990227,Federally Qualified Health Center,Primary Care,17,AK,Designated,5/12/2003,,Juneau Borough,,,-134.4695938,58.32972501
Anchorage Neighborhood Health Center,1029990230,Federally Qualified Health Center,Primary Care,18,AK,Designated,6/16/2003,,Anchorage Borough,,,-149.899652,61.19532646
Norton Sound Health Corporation-Tribal Clinic,1029990206,Alaskan Native Tribal Population,Primary Care,17,AK,Designated,5/17/2013,,Nome Census Area,,,-165.4067825,64.499244
Yakutat Borough,1023910025,Geographic HPSA,Primary Care,15,AK,Designated,9/26/1996,,,Geographic Population,4.7,,
Nome Census Area,1028990664,Geographic HPSA,Primary Care,17,AK,Designated,7/25/1978,,,Geographic Population,27.6,,
Yukon-Kuskokwim-Delta Regional Hospital,102999020A,Native American/Tribal Facility/Population,Primary Care,0,AK,Withdrawn,11/20/2013,4/30/2015,Bethel Census Area,,,-161.7500985,60.79282977
St. George Community Council,1029990295,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,Aleutians West Census Area,,,-169.5497435,56.607162
Peninsula Community Health Services of Alaska Inc.,1029990260,Federally Qualified Health Center,Primary Care,16,AK,Designated,10/26/2002,,Kenai Peninsula Borough,,,-151.0681091,60.49301021
Knik Tribal Council,10299902AF,Alaskan Native Tribal Population,Primary Care,9,AK,Designated,8/15/2011,,Matanuska-Susitna Borough,,,-149.7708586,61.7680537
Wildwood Correction Center,1029990219,Correctional Facility,Primary Care,0,AK,Withdrawn,6/17/1992,5/30/1997,,,,-151.0041578,64.80808789
Norton Sound Regional Hosptial Fast Track,1029990208,Alaskan Native Tribal Population,Primary Care,17,AK,Designated,5/17/2013,,Nome Census Area,,,-165.4067825,64.499244
Chitina Tribal and Community Health Center,10299902AA,Alaskan Native Tribal Population,Primary Care,18,AK,Designated,10/2/2002,,Valdez-Cordova Census Area,,,-144.4375115,61.514853
City of Seward Administration,102999020B,Federally Qualified Health Center,Primary Care,18,AK,Designated,11/1/2013,,Kenai Peninsula Borough,,,-149.43942,60.10285246
Searhc - Mt. Edgecumbe Primary Care Clinic,10299902AH,Alaskan Native Tribal Population,Primary Care,18,AK,Designated,10/26/2002,,Sitka Borough,,,-135.3547936,57.04957761
Kenaitze Indian Tribe,1029990289,Native American/Tribal Facility/Population,Primary Care,9,AK,Designated,10/26/2002,,Kenai Peninsula Borough,,,-151.2281825,60.6003
Alaska Native-East Anchorage,10299902A2,Alaskan Native Tribal Population,Primary Care,4,AK,Withdrawn,9/20/2007,,Anchorage Borough,,,-149.86794,61.21412
Norton Sound Health Corporation-Behavioral Health Tribal,1029990205,Alaskan Native Tribal Population,Primary Care,17,AK,Designated,5/16/2013,,Nome Census Area,,,-165.4067825,64.499244
Lake and Peninsula Borough,102164,Geographic HPSA,Primary Care,0,AK,Withdrawn,9/30/1996,2/1/2010,,Geographic Population,,,
Cook Inlet Pre-Trial Facility,1029990212,Correctional Facility,Primary Care,0,AK,Withdrawn,10/12/1984,5/30/1997,,,,-151.0041578,64.80808789
Eklutna Health Clinic,10299902AB,Native American/Tribal Facility/Population,Primary Care,18,AK,Designated,10/2/2002,,Anchorage Borough,,,-149.3617508,61.45871787
Upper Tanana Health Center,102999020D,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,9/16/2014,,Southeast Fairbanks Census Area,,,-142.9848035,63.335796
Native Village of Kwinhagak,1029990294,Native American/Tribal Facility/Population,Primary Care,20,AK,Designated,10/26/2002,,Bethel Census Area,,,-161.9059715,59.749395
Alaska Native Tribal Health Consortium,1029990276,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,Anchorage Borough,,,-149.8079551,61.18315056
Apia St. Paul Health Center,10299902AE,Alaskan Native Tribal Population,Primary Care,17,AK,Designated,10/2/2003,,Aleutians West Census Area,,,-170.260991,57.150789
Kanakanak Hospital,10299902AI,Native American/Tribal Facility/Population,Primary Care,13,AK,Designated,10/16/2012,,Dillingham Census Area,,,-158.4600515,59.040429
Alaska Native Medical Center,1029990275,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,Anchorage Borough,,,-149.8025979,61.18186042
Bethel Family Clinic,1029990245,Federally Qualified Health Center,Primary Care,18,AK,Designated,7/14/2003,,Bethel Census Area,,,-161.7905105,60.784395
Southcentral Foundation,1029990256,Federally Qualified Health Center,Primary Care,20,AK,Designated,8/22/2005,,Anchorage Borough,,,-149.7960094,61.1819035
Yukon-Kuskokwim Health Corporation,1029990243,Federally Qualified Health Center,Primary Care,20,AK,Designated,6/23/2003,,Bethel Census Area,,,-161.7500985,60.79282977
Yakutat Tlingit Tribe,1029990262,Federally Qualified Health Center,Primary Care,18,AK,Designated,10/26/2002,,Yakutat Borough,,,-139.7319009,59.5442237
3rd Ave/6th Ave Annex/Ridgeview,1029990213,Correctional Facility,Primary Care,0,AK,Withdrawn,10/12/1984,10/2/1995,,,,-151.0041578,64.80808789
Chignik/Perryville,1029990215,Geographic HPSA,Primary Care,0,AK,Withdrawn,5/5/1989,10/2/1995,,Geographic Population,0,,
Dahl Memorial Clinic,10299902A4,Federally Qualified Health Center,Primary Care,18,AK,Designated,9/30/2007,,Skagway Municipality,,,-135.3064564,59.4607463
Sunshine Community Health Center,1029990236,Federally Qualified Health Center,Primary Care,20,AK,Designated,6/16/2003,,Matanuska-Susitna Borough,,,-150.0374825,62.242305
Akiachak Native Community,1029990271,Alaskan Native Tribal Population,Primary Care,17,AK,Designated,10/26/2002,,Bethel Census Area,,,-161.22758,60.91211815
St. Lawrence Island,1029990221,Geographic HPSA,Primary Care,0,AK,Withdrawn,6/17/1992,5/16/1997,,Geographic Population,31.8,,
Chickaloon Native Village,1029990280,Native American/Tribal Facility/Population,Primary Care,17,AK,Designated,10/26/2002,,Matanuska-Susitna Borough,,,-148.2896645,61.766124
Anchorage Community Mental Health Services,1029990253,Alaskan Native Tribal Population,Primary Care,0,AK,Withdrawn,5/23/2005,,Anchorage Borough,,,-149.8306663,61.18378381
Norton Sound Health Corporation,1029990232,Federally Qualified Health Center,Primary Care,19,AK,Designated,6/16/2003,,Nome Census Area,,,-165.375951,64.49992169
