HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Grannis/Wickes,1056177181,High Needs Geographic HPSA,Primary Care,16,AR,Designated,03/19/1981,,,Geographic Population,28.6,,
Izard County,105065,High Needs Geographic HPSA,Primary Care,10,AR,Withdrawn,08/16/2011,07/02/2018,,Geographic Population,,,
Lafayette County,1058379234,High Needs Geographic HPSA,Primary Care,15,AR,Designated,07/19/1978,,,Geographic Population,25.9,,
Nevada County,105099,High Needs Geographic HPSA,Primary Care,12,AR,Withdrawn,01/26/1989,07/02/2018,,Geographic Population,23,,
Newton County,1052540316,High Needs Geographic HPSA,Primary Care,18,AR,Designated,08/13/1979,,,Geographic Population,20.3,,
Pike County,105109,High Needs Geographic HPSA,Primary Care,11,AR,Withdrawn,02/13/2007,07/02/2018,,Geographic Population,16.7,,
Portland/Wilmot Service Area,1059990534,High Needs Geographic HPSA,Primary Care,16,AR,Withdrawn,04/04/1985,07/01/2016,,Geographic Population,24.1,,
Reader Service Area,1057813699,High Needs Geographic HPSA,Primary Care,8,AR,Designated,08/07/1989,,,Geographic Population,22,,
American Samoa,1606944961,High Needs Geographic HPSA,Primary Care,20,AS,Designated,01/12/1981,,,Geographic Population,57.8,,
Ahwatukee,104999040F,Geographic HPSA,Primary Care,9,AZ,Withdrawn,12/11/2013,07/02/2018,,Geographic Population,,,
Ajo,1049990456,Geographic HPSA,Primary Care,0,AZ,Withdrawn,05/07/1993,07/31/1998,,Geographic Population,27.4,,
Ajo,1047043503,Geographic HPSA,Primary Care,19,AZ,Designated,06/05/2017,,,Geographic Population,32.7,,
Apache Junction,10499904A7,Geographic HPSA,Primary Care,11,AZ,Withdrawn,05/12/2003,07/02/2018,,Geographic Population,9.7,,
Arivaca,1049990432,Geographic HPSA,Primary Care,9,AZ,Withdrawn,03/04/1983,07/02/2018,,Geographic Population,12.2,,
Avondale/Tolleson,104999040C,Geographic HPSA,Primary Care,11,AZ,Withdrawn,05/18/2008,07/02/2018,,Geographic Population,,,
Benson,1045864764,Geographic HPSA,Primary Care,10,AZ,Designated,12/18/2017,,,Geographic Population,14,,
Benson,1049990422,Geographic HPSA,Primary Care,9,AZ,Withdrawn,10/26/2011,07/02/2018,,Geographic Population,,,
Bisbee,1049990430,Geographic HPSA,Primary Care,0,AZ,Withdrawn,08/02/1982,04/14/1993,,Geographic Population,0,,
Bisbee,1049990483,Geographic HPSA,Primary Care,14,AZ,Withdrawn,09/28/2001,07/02/2018,,Geographic Population,11.9,,
Black Canyon City,1049256064,Geographic HPSA,Primary Care,13,AZ,Designated,09/01/2017,,,Geographic Population,15.5,,
Bonita/Klondyke Service Area,10499904QJ,Geographic HPSA,Primary Care,9,AZ,Withdrawn,05/15/2012,07/02/2018,,Geographic Population,,,
Bonita-Klondyke,1049990451,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/14/1993,09/20/1999,,Geographic Population,22.3,,
Bowie,1049990402,Geographic HPSA,Primary Care,0,AZ,Withdrawn,05/11/1978,03/11/1999,,Geographic Population,25,,
Buckeye,1046934661,Geographic HPSA,Primary Care,11,AZ,Designated,12/22/2017,,,Geographic Population,17,,
Buckeye,1049990485,Geographic HPSA,Primary Care,14,AZ,Withdrawn,09/30/2001,07/02/2018,,Geographic Population,19.6,,
Bullhead City,1049990426,Geographic HPSA,Primary Care,0,AZ,Withdrawn,02/18/1981,12/31/1996,,Geographic Population,12,,
Catalina-Oracle Junction,1049990442,Geographic HPSA,Primary Care,0,AZ,Withdrawn,07/23/1987,01/31/1995,,Geographic Population,13,,
Chandler,10499904A5,Geographic HPSA,Primary Care,0,AZ,Withdrawn,01/16/2003,11/03/2011,,Geographic Population,,,
Chinle,1049990431,Geographic HPSA,Primary Care,0,AZ,Withdrawn,12/29/1982,04/27/2007,,Geographic Population,65.2,,
Chino Valley,10499904M7,Geographic HPSA,Primary Care,12,AZ,Withdrawn,12/03/2007,06/26/2017,,Geographic Population,12.7,,
Colorado City,1047716851,Geographic HPSA,Primary Care,18,AZ,Designated,05/04/2017,,,Geographic Population,39,,
Colorado River Indian Tribe,1046195394,Geographic HPSA,Primary Care,17,AZ,Designated,06/05/2017,,,Geographic Population,29,,
Continental,10499904QU,Geographic HPSA,Primary Care,13,AZ,Withdrawn,12/31/2012,06/26/2017,,Geographic Population,,,
Continental,1049990433,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/05/1983,06/29/2012,,Geographic Population,,,
Coolidge,1041351840,Geographic HPSA,Primary Care,14,AZ,Designated,06/05/2017,,,Geographic Population,27.1,,
Cordes Junction,1049990446,Geographic HPSA,Primary Care,17,AZ,Withdrawn,01/31/1997,07/02/2018,,Geographic Population,15.5,,
Dilkon,1049990486,Geographic HPSA,Primary Care,0,AZ,Withdrawn,11/05/2001,04/27/2007,,Geographic Population,61.1,,
Douglas,1049990484,Geographic HPSA,Primary Care,0,AZ,Withdrawn,09/28/2001,01/09/2008,,Geographic Population,36.8,,
Douglas,1049990441,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/23/1985,10/02/1995,,Geographic Population,23.4,,
El Mirage,10499904P6,Geographic HPSA,Primary Care,9,AZ,Withdrawn,11/06/2009,07/02/2018,,Geographic Population,11.6,,
Elfrida,1049990440,Geographic HPSA,Primary Care,16,AZ,Withdrawn,04/23/1985,07/02/2018,,Geographic Population,23.1,,
Eloy,1044288787,Geographic HPSA,Primary Care,17,AZ,Designated,12/22/2017,,,Geographic Population,21.6,,
Florence,10499904N1,Geographic HPSA,Primary Care,13,AZ,Withdrawn,01/04/2008,06/26/2017,,Geographic Population,10,,
Florence,1047040799,Geographic HPSA,Primary Care,16,AZ,Designated,12/22/2017,,,Geographic Population,17.3,,
Fort Mohave,10499904QA,Geographic HPSA,Primary Care,15,AZ,Withdrawn,12/07/2011,06/26/2017,,Geographic Population,,,
Fortuna Foothills,1041396916,Geographic HPSA,Primary Care,13,AZ,Designated,06/05/2017,,,Geographic Population,11.6,,
Fredonia Service Area,10499904A6,Geographic HPSA,Primary Care,13,AZ,Withdrawn,03/31/2003,06/26/2017,,Geographic Population,12,,
Ganado,1049990427,Geographic HPSA,Primary Care,0,AZ,Withdrawn,06/29/1981,04/27/2007,,Geographic Population,50,,
Gila Bend,1049990445,Geographic HPSA,Primary Care,14,AZ,Withdrawn,12/20/2013,07/02/2018,,Geographic Population,,,
Globe,1049924115,Geographic HPSA,Primary Care,14,AZ,Designated,12/05/2016,,,Geographic Population,21,,
Globe-Miami-Superior,1049990406,Geographic HPSA,Primary Care,0,AZ,Withdrawn,02/20/1979,03/06/1981,,Geographic Population,0,,
Golden Valley,1046374202,Geographic HPSA,Primary Care,17,AZ,Designated,06/05/2017,,,Geographic Population,23.1,,
Graham,104009,Geographic HPSA,Primary Care,0,AZ,Withdrawn,03/09/2007,05/08/2012,,Geographic Population,,,
Graham-Southern,10499904QH,Geographic HPSA,Primary Care,11,AZ,Withdrawn,05/08/2012,06/26/2017,,Geographic Population,,,
Greenlee,104011,Geographic HPSA,Primary Care,0,AZ,Withdrawn,02/16/2006,02/03/2012,,Geographic Population,,,
Heber-Overgaard,1049990434,Geographic HPSA,Primary Care,16,AZ,Withdrawn,08/19/1983,06/26/2017,,Geographic Population,16,,
Holbrook,1049990444,Geographic HPSA,Primary Care,13,AZ,Withdrawn,02/13/2008,06/26/2017,,Geographic Population,19.7,,
Hopi,1049990455,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/14/1993,06/29/2012,,Geographic Population,,,
Hopi Tribe,1047182611,Geographic HPSA,Primary Care,19,AZ,Designated,05/03/2017,,,Geographic Population,36.8,,
Kaibab,1049990447,Geographic HPSA,Primary Care,0,AZ,Withdrawn,10/06/1989,10/20/1994,,Geographic Population,15.7,,
Kingman,1045823137,Geographic HPSA,Primary Care,9,AZ,Designated,05/03/2017,,,Geographic Population,23,,
Littlefield,10499904A2,Geographic HPSA,Primary Care,16,AZ,Withdrawn,05/28/1998,06/26/2017,,Geographic Population,27.9,,
Marana,1049990404,Geographic HPSA,Primary Care,0,AZ,Withdrawn,05/11/1978,04/14/1993,,Geographic Population,0,,
Marana,10499904A3,Geographic HPSA,Primary Care,12,AZ,Withdrawn,09/13/2002,07/02/2018,,Geographic Population,11,,
Maricopa,10499904Q2,Geographic HPSA,Primary Care,12,AZ,Withdrawn,12/18/2009,06/26/2017,,Geographic Population,18.8,,
Maricopa,1042881916,Geographic HPSA,Primary Care,10,AZ,Designated,06/12/2017,,,Geographic Population,9.5,,
Morongo Basin (AZ/Catchment Area),1049990418,Geographic HPSA,Primary Care,0,AZ,Withdrawn,09/17/1979,04/11/1980,,Geographic Population,0,,
Navajo East Service Area,10499904L7,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/27/2007,06/29/2012,,Geographic Population,,,
Navajo West Service Area,10499904L9,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/27/2007,06/29/2012,,Geographic Population,,,
New River/Cave Creek,1045412898,Geographic HPSA,Primary Care,9,AZ,Designated,10/20/2017,,,Geographic Population,7.7,,
North Gateway/Rio Vista Village,1049438031,Geographic HPSA,Primary Care,8,AZ,Designated,11/24/2017,,,Geographic Population,4.1,,
Northern Young Service Area,10499904B2,Geographic HPSA,Primary Care,0,AZ,Withdrawn,06/27/2003,11/03/2011,,Geographic Population,,,
Northern Yuma,1049990410,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/06/1978,04/18/1989,,Geographic Population,,,
Page,1043505319,Geographic HPSA,Primary Care,13,AZ,Designated,05/03/2017,,,Geographic Population,18.7,,
Page/Tuba City,1049990443,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/14/1993,04/27/2007,,Geographic Population,43.9,,
Parker,1049990452,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/14/1993,09/30/1998,,Geographic Population,25.2,,
Pascua Yaqui Tribe,1042643924,Geographic HPSA,Primary Care,20,AZ,Designated,06/12/2017,,,Geographic Population,46.2,,
Payson,1049990420,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/18/1980,04/23/1985,,Geographic Population,0,,
Picture Rocks,1041762539,Geographic HPSA,Primary Care,13,AZ,Designated,12/17/2017,,,Geographic Population,13.8,,
Pima,1048403257,Geographic HPSA,Primary Care,12,AZ,Proposed For Withdrawal,05/17/2012,,,Geographic Population,15.7,,
Pima,1049990450,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/14/1993,09/20/1999,,Geographic Population,27.3,,
Prescott Valley,10499904N4,Geographic HPSA,Primary Care,10,AZ,Withdrawn,08/05/2008,12/21/2012,,Geographic Population,,,
Quartzsite,1043164102,Geographic HPSA,Primary Care,16,AZ,Designated,06/05/2017,,,Geographic Population,15.8,,
Queen Creek,104999040G,Geographic HPSA,Primary Care,9,AZ,Withdrawn,12/11/2013,07/02/2018,,Geographic Population,,,
Rio Rico,1044552319,Geographic HPSA,Primary Care,12,AZ,Designated,05/04/2017,,,Geographic Population,14.8,,
Rio Salado,10499904B1,Geographic HPSA,Primary Care,0,AZ,Withdrawn,06/26/2003,03/27/2009,,Geographic Population,46.6,,
Round Valley,10499904N6,Geographic HPSA,Primary Care,17,AZ,Withdrawn,08/19/2008,06/26/2017,,Geographic Population,10.4,,
Saddlebrooke,1044144920,Geographic HPSA,Primary Care,8,AZ,Designated,06/12/2017,,,Geographic Population,12.7,,
Safford,1042498212,Geographic HPSA,Primary Care,8,AZ,Designated,06/05/2017,,,Geographic Population,14.3,,
Sahuarita,1045319146,Geographic HPSA,Primary Care,10,AZ,Designated,08/28/2017,,,Geographic Population,6.1,,
San Carlos,1049990449,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/14/1993,09/20/1999,,Geographic Population,62.7,,
San Carlos Apache Tribe,1041087157,Geographic HPSA,Primary Care,20,AZ,Designated,05/04/2017,,,Geographic Population,49,,
San Luis,1043613416,Geographic HPSA,Primary Care,15,AZ,Designated,06/05/2017,,,Geographic Population,29.3,,
San Manuel,1049990437,Geographic HPSA,Primary Care,15,AZ,Withdrawn,03/22/1984,06/26/2017,,Geographic Population,10.2,,
San Tan Valley,1048534929,Geographic HPSA,Primary Care,12,AZ,Designated,12/22/2017,,,Geographic Population,13.1,,
Sanders,1049990423,Geographic HPSA,Primary Care,0,AZ,Withdrawn,06/23/1980,06/29/2012,,Geographic Population,,,
Sierra Vista,1047506935,Geographic HPSA,Primary Care,12,AZ,Designated,12/22/2017,,,Geographic Population,13.6,,
Sierra Vista-Tombstone,1049990414,Geographic HPSA,Primary Care,10,AZ,Withdrawn,05/11/1978,07/02/2018,,Geographic Population,12.6,,
Snowflake,10499904QB,Geographic HPSA,Primary Care,11,AZ,Withdrawn,12/08/2011,06/26/2017,,Geographic Population,,,
Snowflake/Heber,1047970079,Geographic HPSA,Primary Care,13,AZ,Designated,12/05/2016,,,Geographic Population,16.4,,
Somerton,1049990466,Geographic HPSA,Primary Care,0,AZ,Withdrawn,09/30/1996,02/28/2007,,Geographic Population,39.7,,
Somerton,1045918864,Geographic HPSA,Primary Care,18,AZ,Designated,06/05/2017,,,Geographic Population,32.5,,
South-South Central Apache County,1049990411,Geographic HPSA,Primary Care,0,AZ,Withdrawn,05/11/1978,06/23/1980,,Geographic Population,52,,
Springerville/Eager,1049303762,Geographic HPSA,Primary Care,16,AZ,Designated,04/05/2017,,,Geographic Population,19.6,,
St. Johns,1049990424,Geographic HPSA,Primary Care,0,AZ,Withdrawn,06/23/1980,04/18/1989,,Geographic Population,12.2,,
Superior,1049990429,Geographic HPSA,Primary Care,0,AZ,Withdrawn,07/28/1981,06/30/1999,,Geographic Population,20.2,,
Superior/Kearny,10499904E2,Geographic HPSA,Primary Care,13,AZ,Withdrawn,04/19/2004,06/26/2017,,Geographic Population,13.7,,
Surprise North and Wickenburg,1047912687,Geographic HPSA,Primary Care,13,AZ,Designated,04/26/2017,,,Geographic Population,15.2,,
Tanque Verde,1042861413,Geographic HPSA,Primary Care,11,AZ,Designated,09/13/2017,,,Geographic Population,5.6,,
Tucson - Central,10499904M9,Geographic HPSA,Primary Care,0,AZ,Withdrawn,12/06/2007,06/29/2012,,Geographic Population,,,
Tucson South East,1046750092,Geographic HPSA,Primary Care,13,AZ,Designated,09/01/2017,,,Geographic Population,6,,
Tucson-West,104999040H,Geographic HPSA,Primary Care,12,AZ,Withdrawn,12/20/2013,07/02/2018,,Geographic Population,,,
Vail,1049597644,Geographic HPSA,Primary Care,12,AZ,Designated,08/28/2017,,,Geographic Population,5.7,,
Wellton/Mohawk,1049990438,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/23/1985,02/28/2007,,Geographic Population,20.7,,
White Mountain Apache Tribe,1042130670,Geographic HPSA,Primary Care,20,AZ,Designated,05/04/2017,,,Geographic Population,46.1,,
Wickenburg,1049990471,Geographic HPSA,Primary Care,14,AZ,Withdrawn,03/26/1998,06/26/2017,,Geographic Population,12.7,,
Willcox and Bowie,1045432661,Geographic HPSA,Primary Care,12,AZ,Designated,12/17/2017,,,Geographic Population,13.2,,
Williams,1049990479,Geographic HPSA,Primary Care,15,AZ,Withdrawn,08/17/2011,06/26/2017,,Geographic Population,,,
Williams,1049990419,Geographic HPSA,Primary Care,0,AZ,Withdrawn,12/31/1979,03/22/1984,,Geographic Population,18,,
Williamson,1042021246,Geographic HPSA,Primary Care,14,AZ,Designated,05/08/2017,,,Geographic Population,12,,
Winslow,1049990405,Geographic HPSA,Primary Care,0,AZ,Withdrawn,04/12/1979,03/22/1984,,Geographic Population,0,,
Yavapai-Northeast,10499904QQ,Geographic HPSA,Primary Care,12,AZ,Withdrawn,11/20/2012,06/26/2017,,Geographic Population,,,
Yavapai-South,1049990480,Geographic HPSA,Primary Care,17,AZ,Withdrawn,03/23/2001,06/26/2017,,Geographic Population,14.2,,
Yuma,1049185294,Geographic HPSA,Primary Care,14,AZ,Designated,06/12/2017,,,Geographic Population,19.1,,
Yuma County,104027,Geographic HPSA,Primary Care,10,AZ,Withdrawn,02/28/2007,06/26/2017,,Geographic Population,19,,
Ajo,10499904A1,High Needs Geographic HPSA,Primary Care,10,AZ,Withdrawn,12/02/2013,07/02/2018,,Geographic Population,,,
Ash Fork,1049990408,High Needs Geographic HPSA,Primary Care,17,AZ,Withdrawn,06/07/1979,06/26/2017,,Geographic Population,23.1,,
Bisbee,1045074843,High Needs Geographic HPSA,Primary Care,16,AZ,Designated,12/01/2017,,,Geographic Population,20,,
Chino Valley,1045808232,High Needs Geographic HPSA,Primary Care,6,AZ,Designated,04/05/2017,,,Geographic Population,20.1,,
Coolidge,10499904M8,High Needs Geographic HPSA,Primary Care,14,AZ,Withdrawn,12/03/2007,06/26/2017,,Geographic Population,24.1,,
Dolan Springs,1049990439,High Needs Geographic HPSA,Primary Care,18,AZ,Withdrawn,04/23/1985,06/26/2017,,Geographic Population,49.2,,
Douglas and Pirtleville,1049392998,High Needs Geographic HPSA,Primary Care,15,AZ,Designated,12/18/2017,,,Geographic Population,30.4,,
Douglas Service Area,10499904N2,High Needs Geographic HPSA,Primary Care,13,AZ,Withdrawn,01/04/2008,07/02/2018,,Geographic Population,36.6,,
Drexel Heights,1047686986,High Needs Geographic HPSA,Primary Care,18,AZ,Designated,10/13/2017,,,Geographic Population,21.8,,
Eloy Service Area,104999040J,High Needs Geographic HPSA,Primary Care,14,AZ,Withdrawn,12/24/2013,06/26/2017,,Geographic Population,,,
Estrella Village and Tolleson,1049984883,High Needs Geographic HPSA,Primary Care,17,AZ,Designated,12/22/2017,,,Geographic Population,29.4,,
Gila Bend Service Area,10499904N3,High Needs Geographic HPSA,Primary Care,0,AZ,Withdrawn,03/21/2005,11/03/2011,,Geographic Population,,,
Gila-Southern-Hayden,10499904B3,High Needs Geographic HPSA,Primary Care,14,AZ,Withdrawn,07/11/2003,06/26/2017,,Geographic Population,25.4,,
Glendale,1049990498,High Needs Geographic HPSA,Primary Care,14,AZ,Withdrawn,08/23/2013,07/02/2018,,Geographic Population,,,
Glendale Central,1045510941,High Needs Geographic HPSA,Primary Care,18,AZ,Designated,12/01/2017,,,Geographic Population,35.1,,
Grand Canyon Village,1049082994,High Needs Geographic HPSA,Primary Care,8,AZ,Designated,06/05/2017,,,Geographic Population,26,,
Guadalupe,1049990467,High Needs Geographic HPSA,Primary Care,14,AZ,Withdrawn,12/20/2013,07/02/2018,,Geographic Population,,,
Hualapai Tribe,1042402186,High Needs Geographic HPSA,Primary Care,12,AZ,Designated,12/22/2017,,,Geographic Population,32.1,,
La Paz County,104012,High Needs Geographic HPSA,Primary Care,14,AZ,Withdrawn,04/18/1989,06/26/2017,,Geographic Population,19.4,,
Navajo Nation,1042563507,High Needs Geographic HPSA,Primary Care,20,AZ,Designated,10/27/2017,,,Geographic Population,41.3,,
Nogales,1048340597,High Needs Geographic HPSA,Primary Care,12,AZ,Designated,06/05/2017,,,Geographic Population,35.6,,
Phoenix Sunnyslope,104999040D,High Needs Geographic HPSA,Primary Care,12,AZ,Withdrawn,08/07/2013,07/02/2018,,Geographic Population,,,
Phoenix-South Mountain,10499904LY,High Needs Geographic HPSA,Primary Care,13,AZ,Withdrawn,12/22/2008,07/02/2018,,Geographic Population,25.7,,
Saint Johns,10499904E3,High Needs Geographic HPSA,Primary Care,16,AZ,Withdrawn,05/14/2004,06/26/2017,,Geographic Population,20.4,,
Santa Cruz County,104023,High Needs Geographic HPSA,Primary Care,9,AZ,Withdrawn,12/19/2012,06/26/2017,,Geographic Population,,,
Tohono O'Odham Nation,1049417661,High Needs Geographic HPSA,Primary Care,20,AZ,Designated,09/13/2017,,,Geographic Population,48.2,,
Tucson South,1044397877,High Needs Geographic HPSA,Primary Care,19,AZ,Designated,06/05/2017,,,Geographic Population,31.2,,
Tucson-Central,1049990487,High Needs Geographic HPSA,Primary Care,16,AZ,Withdrawn,12/23/2013,07/02/2018,,Geographic Population,,,
Tucson-Southeast,1049990490,High Needs Geographic HPSA,Primary Care,17,AZ,Withdrawn,12/03/2001,07/02/2018,,Geographic Population,32.5,,
Tucson-Southwest,1049990489,High Needs Geographic HPSA,Primary Care,11,AZ,Withdrawn,12/11/2013,07/02/2018,,Geographic Population,,,
Willcox/Bowie,10499904Q9,High Needs Geographic HPSA,Primary Care,16,AZ,Withdrawn,08/12/2011,06/26/2017,,Geographic Population,,,
Young,1049990448,High Needs Geographic HPSA,Primary Care,18,AZ,Withdrawn,04/14/1993,07/02/2018,,Geographic Population,18.2,,
Avondale/Tolleson,1049990472,HPSA Population,Primary Care,9,AZ,Withdrawn,06/30/1998,05/13/2008,,Geographic Population,,,
Douglas Service Area,1049990465,HPSA Population,Primary Care,0,AZ,Withdrawn,01/19/1996,09/28/2001,,Geographic Population,38.3,,
Adin/Lookout (MSSA 100),10699906CP,Geographic HPSA,Primary Care,0,CA,Withdrawn,12/30/2005,12/04/2009,,Geographic Population,23.2,,
Alemany/Excelsior (MSSA 162F),10699906P3,Geographic HPSA,Primary Care,0,CA,Withdrawn,01/12/2004,11/03/2011,,Geographic Population,,,
